candidate_id,source_repository,title,doi,url,publisher,year,license_declared,access_declared,files_n,size_bytes,resource_type,matched_query,relevance_score,provisional_tier,mentions_ultrasound,mentions_dataset
10.6084/m9.figshare.31927908,datacite,Ultrasound Benchmark Dataset for Automatic Segmentation of Endometriotic Lesions,10.6084/m9.figshare.31927908,https://figshare.com/articles/dataset/Ultrasound_Benchmark_Dataset_for_Automatic_Segmentation_of_Endometriotic_Lesions/31927908,figshare,2026,cc0-1.0,,,,,ultrasound segmentation dataset,0,none,True,True
doi:10.5061/dryad.nzs7h44n7,dryad,Ultrasound dataset for head model speed-of-sound derived from segmented MRI (MIDA model),doi:10.5061/dryad.nzs7h44n7,,,,https://spdx.org/licenses/CC0-1.0.html,,,8824815640,,ultrasound segmentation dataset,0,none,True,True
openaire:Effects of Audiovisual Distraction Versus Standard Sedation on Desaturation and Airway Intervention in OSA-pati,openaire,Effects of Audiovisual Distraction Versus Standard Sedation on Desaturation and Airway Intervention in OSA-patients Undergoing Total Knee Arthroplasty Under Neuraxial Anesthesia,,,,2017,,,,,,neuraxial ultrasound,0,T0,False,False
"openaire:FOCUS-7D: A Large-Scale, Multi-Organ Ultrasound Dataset for Multi-Task AI Model Development",openaire,"FOCUS-7D: A Large-Scale, Multi-Organ Ultrasound Dataset for Multi-Task AI Model Development",,,,,,,,,,thyroid ultrasound dataset,0,none,True,True
10.5281/zenodo.21784989,openaire,"FOCUS-7D: A Large-Scale, Multi-Organ Ultrasound Dataset for Multi-Task AI Model Development",10.5281/zenodo.21784989,,,2026,,,,,,thyroid ultrasound dataset,0,none,True,True
10.5281/zenodo.7193336,openaire,Converting Pixel into millimeter in ultrasound images: Technique and dataset,10.5281/zenodo.7193336,,,2023,,,,,,fetal ultrasound dataset,0,none,True,True
10.21227/n45r-y929,openaire,"""The Image Speaks for Itself: Self-Supervised Segmentation for Ultrasound Tumor""",10.21227/n45r-y929,,,2025,,,,,,ultrasound segmentation dataset,0,none,True,True
10.21227/drmd-xq36,openaire,Ultrasound Mouse Embryo Segmentation and Classification,10.21227/drmd-xq36,,,2021,,,,,,ultrasound segmentation dataset,0,none,True,True
10.6084/m9.figshare.30278779.v2,openaire,<b>A Pulmonary Ultrasound Dataset for Tumor Segmentation and Classification</b>,10.6084/m9.figshare.30278779.v2,,,2025,,,,,,ultrasound segmentation dataset,0,none,True,True
10.17632/cwc37g672d,openaire,LUS-7Seg: A Multi-Annotation Dataset and Benchmark for Standard Plane Classification and Anatomical Segmentation in Hepatobiliary Ultrasound,10.17632/cwc37g672d,,,2026,,,,,,ultrasound segmentation dataset,0,none,True,True
10.17632/9646jc27n6.1,openaire,The diaphragm ultrasound image dataset,10.17632/9646jc27n6.1,,,2026,,,,,,ultrasound segmentation dataset,0,none,True,True
10.5281/zenodo.16785434,openaire,"Datasets for ""MambaEviScrib: Mamba and evidence-guided consistency enhance CNN robustness for scribble-based weakly supervised ultrasound image segmentation""",10.5281/zenodo.16785434,,,2025,,,,,,ultrasound segmentation dataset,0,none,True,True
10.5281/zenodo.19593033,zenodo,Dataset of 3D ultrasound neuroimages and Supporting Info,10.5281/zenodo.19593033,https://zenodo.org/records/19593033,,2026,cc-by-4.0,open,9,41349586,dataset,3D ultrasound spine,0,none,True,True
10.5281/zenodo.18644370,zenodo,ERDES: A Benchmark Video Dataset for Retinal Detachment and Macular Status Classification in Ocular Ultrasound,10.5281/zenodo.18644370,https://zenodo.org/records/18644370,,2026,cc-by-4.0,open,4,1943735696,dataset,3D ultrasound spine,0,none,True,True
10.48550/arxiv.2402.09359,zenodo,Pruning Sparse Tensor Neural Networks Enables Deep Learning for 3D Ultrasound Localization Microscopy,10.48550/arXiv.2402.09359,https://zenodo.org/records/10711657,,2024,cc-by-4.0,open,12,40461356764,dataset,3D ultrasound spine,0,none,True,True
10.5281/zenodo.8330926,zenodo,Transmission ultrasound data simulated using the k-Wave toolbox as a benchmark for biomedical quantitative ultrasound tomography using a ray approximation to Green's function,10.5281/zenodo.8330926,https://zenodo.org/records/8330926,,2023,cc-by-4.0,open,2,2609796335,dataset,breast ultrasound,0,none,True,True
10.5281/zenodo.13929805,zenodo,Validation experiments of Ultrasound Image Velocimetry (UIV) applied in cohesive sediments (fluid mud),10.5281/zenodo.13929805,https://zenodo.org/records/13929805,,2024,cc-by-4.0,open,1,2908424433,dataset,cardiac ultrasound,0,none,True,True
10.5281/zenodo.4582671,zenodo,A-AFMA Ultrasound Challenge Test Dataset Release,10.5281/zenodo.4582671,https://zenodo.org/records/4582671,,2021,,restricted,0,0,dataset,fetal ultrasound,0,none,True,True
10.5281/zenodo.4305956,zenodo,A-AFMA Ultrasound Challenge Dataset,10.5281/zenodo.4305956,https://zenodo.org/records/4305956,,2020,,restricted,0,0,dataset,fetal ultrasound,0,none,True,True
10.5281/zenodo.5126695,zenodo,Ushichka speaker playback dataset,10.5281/zenodo.5126695,https://zenodo.org/records/5126695,,2021,cc-by-4.0,open,1,5346842254,dataset,needle tracking ultrasound,0,none,True,True
10.5281/zenodo.17386583,zenodo,Forearm Ultrasound Gestures Dataset with and without Acoustic Reflector,10.5281/zenodo.17386583,https://zenodo.org/records/17386583,,2025,cc-by-4.0,open,1,16388987308,dataset,neuraxial ultrasound,0,none,True,True
10.5281/zenodo.14591782,zenodo,PCOSGen-test dataset,10.5281/zenodo.14591782,https://zenodo.org/records/14591782,,2025,cc-by-4.0,open,1,20570299,dataset,neuraxial ultrasound,0,none,True,True
10.5281/zenodo.18296378,zenodo,Backprojection_database,10.5281/zenodo.18296378,https://zenodo.org/records/18296378,,2026,cc-by-4.0,restricted,0,0,dataset,robotic ultrasound spine,0,none,True,True
10.5281/zenodo.12724636,zenodo,3D spinal column point clouds of mice with RyR1 mutations and their wild-type littermates,10.5281/zenodo.12724636,https://zenodo.org/records/12724636,,2024,cc-by-4.0,open,3,146460,dataset,scoliosis ultrasound,0,T1,False,False
10.5061/dryad.7kk48,zenodo,Data from: Ultrasound evaluation of the combined effects of thoracolumbar fascia injury and movement restriction in a porcine model,10.5061/dryad.7kk48,https://zenodo.org/records/4953802,,2017,cc-zero,open,6,108544,dataset,spinal anesthesia ultrasound,0,T3,True,False
10.5281/zenodo.15194839,zenodo,fUS dataset: Induction of hemodynamic traveling waves by glial-related vasomotion in a rat model of neuroinflammation,10.5281/zenodo.15194839,https://zenodo.org/records/15194839,,2025,cc-by-4.0,open,1,29997037849,dataset,spinal anesthesia ultrasound,0,none,True,True
10.5281/zenodo.17867977,zenodo,In-situ Ultrasound Monitoring of Fast ZIF-8 Nanoparticle Synthesis,10.5281/zenodo.17867977,https://zenodo.org/records/17867977,,2025,cc-by-4.0,open,2,34015470,dataset,tracked ultrasound spine,0,none,True,True
10.5281/zenodo.10800787,zenodo,PFUS1: Premier Pelvic Floor Ultrasound Segmentation Dataset,10.5281/zenodo.10800787,https://zenodo.org/records/10800787,,2024,cc-by-4.0,open,1,5807333230,dataset,ultrasound bone segmentation,0,none,True,True
10.5281/zenodo.4323048,zenodo,Radiofrequency ultrasound dataset from bone-mimicking materials,10.5281/zenodo.4323048,https://zenodo.org/records/4323048,,2020,cc-by-4.0,open,1,40444551,dataset,ultrasound bone segmentation,0,none,True,True
10.5281/zenodo.4905862,zenodo,Whole-brain visually evoked activity maps in head-fixed awake mice,10.5281/zenodo.4905862,https://zenodo.org/records/4905862,,2020,cc-by-4.0,open,12,730775430,dataset,ultrasound CT registration spine,0,none,True,True
10.5281/zenodo.14592001,zenodo,PCOSGen-train dataset,10.5281/zenodo.14592001,https://zenodo.org/records/14592001,,2025,cc-by-4.0,open,1,72271729,dataset,ultrasound dataset,0,none,True,True
10.5281/zenodo.17378255,zenodo,Sonostability and the ability of violacein to generate ROS under ultrasound exposure – a sonochemical analysis,10.5281/zenodo.17378255,https://zenodo.org/records/17378255,,2025,cc-by-4.0,open,3,1613222,dataset,ultrasound dataset,0,none,True,True
10.5281/zenodo.5110198,zenodo,test dataset for ultrasound pregnancy investigation,10.5281/zenodo.5110198,https://zenodo.org/records/5110198,,2021,cc-by-4.0,open,1,11620011,dataset,ultrasound dataset,0,none,True,True
10.5281/zenodo.20901196,datacite,Large-scale real-world validation of an AI-driven ultrasound breast cancer screening system in rural settings,10.5281/zenodo.20901196,https://zenodo.org/doi/10.5281/zenodo.20901196,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,-1,T4,True,False
10.5281/zenodo.20901197,datacite,Large-scale real-world validation of an AI-driven ultrasound breast cancer screening system in rural settings,10.5281/zenodo.20901197,https://zenodo.org/doi/10.5281/zenodo.20901197,Zenodo,2026,cc-by-4.0,,,,,breast ultrasound dataset,-1,T4,True,False
10.34973/445j-5f80,datacite,Retrospective study about the value of mammgraphy in women with focal breast compaints in addition to targeted ultrasound,10.34973/445j-5f80,https://data.ru.nl/collections/ru/rumc/bustret_t0000824a_dac_697,Radboud University,2026,,,,,,breast ultrasound dataset,-1,T4,True,False
10.17632/dp7zp2pb2v,datacite,Construction of a Multimodal Machine Learning Model for Papillary Thyroid Carcinoma Based on Pathomics and Ultrasound Radiomics Data,10.17632/dp7zp2pb2v,https://data.mendeley.com/datasets/dp7zp2pb2v,Mendeley Data,2024,cc-by-4.0,,,,,thyroid ultrasound dataset,-1,T4,True,False
10.71718/7m5n-rh16,datacite,Thyroid Ultrasound Cine-clip,10.71718/7m5n-rh16,https://aimi.stanford.edu/datasets/thyroid-ultrasound-cine-clip,Center for Artificial Intelligence in Medicine and Imaging,2022,,,,,,thyroid ultrasound dataset,-1,T4,True,False
10.17632/dp7zp2pb2v.1,datacite,Construction of a Multimodal Machine Learning Model for Papillary Thyroid Carcinoma Based on Pathomics and Ultrasound Radiomics Data,10.17632/dp7zp2pb2v.1,https://data.mendeley.com/datasets/dp7zp2pb2v/1,Mendeley Data,2024,cc-by-4.0,,,,,thyroid ultrasound dataset,-1,T4,True,False
10.5281/zenodo.7540448,datacite,Maternal fetal ultrasound planes from low-resource imaging settings in five African countries,10.5281/zenodo.7540448,https://zenodo.org/doi/10.5281/zenodo.7540448,Zenodo,2023,cc-by-4.0,,,,,fetal ultrasound dataset,-1,T4,True,False
10.6084/m9.figshare.29852381.v2,datacite,Implementation of formal focused cardiac ultrasound training for obstetric patients in anesthesiology residency: resident survey results,10.6084/m9.figshare.29852381.v2,https://figshare.com/articles/dataset/Implementation_of_formal_focused_cardiac_ultrasound_training_for_obstetric_patients_in_anesthesiology_residency_resident_survey_results/29852381/2,figshare,2025,cc-by-4.0,,,,,cardiac ultrasound dataset,-1,T4,True,False
10.6084/m9.figshare.29852381,datacite,Implementation of formal focused cardiac ultrasound training for obstetric patients in anesthesiology residency: resident survey results,10.6084/m9.figshare.29852381,https://figshare.com/articles/dataset/Implementation_of_formal_focused_cardiac_ultrasound_training_for_obstetric_patients_in_anesthesiology_residency_resident_survey_results/29852381,figshare,2025,cc-by-4.0,,,,,cardiac ultrasound dataset,-1,T4,True,False
10.6084/m9.figshare.29852381.v3,datacite,Implementation of formal focused cardiac ultrasound training for obstetric patients in anesthesiology residency: resident survey results,10.6084/m9.figshare.29852381.v3,https://figshare.com/articles/dataset/Implementation_of_formal_focused_cardiac_ultrasound_training_for_obstetric_patients_in_anesthesiology_residency_resident_survey_results/29852381/3,figshare,2025,cc-by-4.0,,,,,cardiac ultrasound dataset,-1,T4,True,False
10.6084/m9.figshare.29852381.v1,datacite,Implementation of formal focused cardiac ultrasound training for obstetric patients in anesthesiology residency: resident survey results,10.6084/m9.figshare.29852381.v1,https://figshare.com/articles/dataset/Implementation_of_formal_focused_cardiac_ultrasound_training_for_obstetric_patients_in_anesthesiology_residency_resident_survey_results/29852381/1,figshare,2025,cc-by-4.0,,,,,cardiac ultrasound dataset,-1,T4,True,False
10.26030/dc1p-q547,datacite,Effects of low-dose oxygen ions and protons on cardiac function and structure in male C57BL/6J mice (echocardiogram/ultrasonography),10.26030/dc1p-q547,https://osdr.nasa.gov/bio/repo/data/studies/OSD-435,NASA GeneLab,2023,,,,,,cardiac ultrasound dataset,-1,T4,True,False
10.5281/zenodo.20730373,datacite,Lung Ultrasound Delphi SIMRI-SIMEUP,10.5281/zenodo.20730373,https://zenodo.org/doi/10.5281/zenodo.20730373,Zenodo,2026,cc-by-4.0|cc-by-4.0,,,,,lung ultrasound dataset,-1,T4,True,False
10.5281/zenodo.20730374,datacite,Lung Ultrasound Delphi SIMRI-SIMEUP,10.5281/zenodo.20730374,https://zenodo.org/doi/10.5281/zenodo.20730374,Zenodo,2026,cc-by-4.0|cc-by-4.0,,,,,lung ultrasound dataset,-1,T4,True,False
10.7910/dvn/glczrb,datacite,Replication Data for: Deep Learning for Detection and Localization of B-Lines in Lung Ultrasound,10.7910/dvn/glczrb,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/GLCZRB,Harvard Dataverse,2022,,,,,,lung ultrasound dataset,-1,T4,True,False
10.6084/m9.figshare.28514213.v1,datacite,Replication data for: Accuracy of point-of-care nasopharyngeal Interleukin 6 and lung ultrasound in predicting the development of bronchopulmonary dysplasia in preterm infants born before 30 weeks of gestation.,10.6084/m9.figshare.28514213.v1,https://figshare.com/articles/dataset/Replication_data_for_Accuracy_of_point-of-care_nasopharyngeal_Interleukin_6_and_lung_ultrasound_in_predicting_the_development_of_bronchopulmonary_dysplasia_in_preterm_infants_born_before_30_weeks_of_gestation_/28514213/1,figshare,2025,cc0-1.0,,,,,lung ultrasound dataset,-1,T4,True,False
10.6084/m9.figshare.28514213,datacite,Replication data for: Accuracy of point-of-care nasopharyngeal Interleukin 6 and lung ultrasound in predicting the development of bronchopulmonary dysplasia in preterm infants born before 30 weeks of gestation.,10.6084/m9.figshare.28514213,https://figshare.com/articles/dataset/Replication_data_for_Accuracy_of_point-of-care_nasopharyngeal_Interleukin_6_and_lung_ultrasound_in_predicting_the_development_of_bronchopulmonary_dysplasia_in_preterm_infants_born_before_30_weeks_of_gestation_/28514213,figshare,2025,cc0-1.0,,,,,lung ultrasound dataset,-1,T4,True,False
10.26275/7tf9-346d,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f026,10.26275/7tf9-346d,https://sparc.science/datasets/684/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/oika-2ajd,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f025,10.26275/oika-2ajd,https://sparc.science/datasets/670/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/y9m3-8b7s,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f023,10.26275/y9m3-8b7s,https://sparc.science/datasets/677/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/z4i9-zg3o,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f022,10.26275/z4i9-zg3o,https://sparc.science/datasets/663/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/hof0-v33t,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f021,10.26275/hof0-v33t,https://sparc.science/datasets/669/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/8ekx-tqxe,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f019,10.26275/8ekx-tqxe,https://sparc.science/datasets/668/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/xulq-rf3s,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f018,10.26275/xulq-rf3s,https://sparc.science/datasets/676/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/a9ly-fpy6,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound -  f017,10.26275/a9ly-fpy6,https://sparc.science/datasets/682/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/7dwa-tn0l,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound -  f016,10.26275/7dwa-tn0l,https://sparc.science/datasets/681/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/t05q-dw4m,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound -  f015,10.26275/t05q-dw4m,https://sparc.science/datasets/680/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/9o7h-matq,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound -  f014,10.26275/9o7h-matq,https://sparc.science/datasets/667/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/p4nr-e670,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound -  f013,10.26275/p4nr-e670,https://sparc.science/datasets/666/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/rcyg-aggz,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound -  f012,10.26275/rcyg-aggz,https://sparc.science/datasets/679/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/qcmb-kmbx,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f011,10.26275/qcmb-kmbx,https://sparc.science/datasets/514/version/2,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/ohiz-hpe2,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f010,10.26275/ohiz-hpe2,https://sparc.science/datasets/683/version/1,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
10.26275/un0a-zzdl,datacite,Human vagus nerve anatomical reconstruction using microCT immunohistochemistry and ultrasound - f009,10.26275/un0a-zzdl,https://sparc.science/datasets/513/version/2,SPARC Portal,2026,,,,,,nerve ultrasound dataset,-1,T4,True,False
